contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY250325C00400000,SPY,2025-03-25,400.00,call,174.45,175.57,174.96,40,176.18,60,4,0,2025-03-25,2.55117,0.99738,0.00011,-0.35884,0.00244,0.01091
SPY250325P00400000,SPY,2025-03-25,400.00,put,0.01,0.01,0.00,0,0.01,3794,1,129,2025-03-25,2.17069,-0.00056,0.00003,-0.06439,0.00059,-0.00001
SPY250325C00405000,SPY,2025-03-25,405.00,call,0.00,170.57,169.96,40,171.18,60,0,0,2025-03-25,2.46886,0.99731,0.00011,-0.35570,0.00249,0.01105
SPY250325P00405000,SPY,2025-03-25,405.00,put,0.00,0.01,0.00,0,0.01,800,0,31,2025-03-25,2.10118,-0.00058,0.00003,-0.06415,0.00061,-0.00001
SPY250325C00410000,SPY,2025-03-25,410.00,call,0.00,165.57,164.96,40,166.18,60,0,0,2025-03-25,2.38730,0.99725,0.00012,-0.35234,0.00255,0.01119
SPY250325P00410000,SPY,2025-03-25,410.00,put,0.00,0.01,0.00,0,0.01,800,0,373,2025-03-25,2.03244,-0.00060,0.00003,-0.06390,0.00063,-0.00001
SPY250325C00415000,SPY,2025-03-25,415.00,call,0.00,160.57,159.96,63,161.18,60,0,0,2025-03-25,2.30682,0.99719,0.00012,-0.34910,0.00260,0.01132
SPY250325P00415000,SPY,2025-03-25,415.00,put,0.00,0.01,0.00,0,0.01,800,0,20,2025-03-25,1.96445,-0.00062,0.00004,-0.06366,0.00065,-0.00001
SPY250325C00420000,SPY,2025-03-25,420.00,call,0.00,155.57,154.96,68,156.18,60,0,0,2025-03-25,2.22710,0.99712,0.00013,-0.34570,0.00266,0.01146
SPY250325P00420000,SPY,2025-03-25,420.00,put,0.00,0.01,0.00,0,0.01,800,0,185,2025-03-25,1.89723,-0.00064,0.00004,-0.06342,0.00067,-0.00001
SPY250325C00425000,SPY,2025-03-25,425.00,call,0.00,150.57,149.96,64,151.18,60,0,0,2025-03-25,2.14829,0.99704,0.00014,-0.34231,0.00272,0.01159
SPY250325P00425000,SPY,2025-03-25,425.00,put,0.00,0.01,0.00,0,0.01,800,0,149,2025-03-25,1.83061,-0.00066,0.00004,-0.06316,0.00069,-0.00001
SPY250325C00430000,SPY,2025-03-25,430.00,call,0.00,145.57,144.96,61,146.18,60,0,0,2025-03-25,2.07039,0.99697,0.00015,-0.33898,0.00278,0.01173
SPY250325P00430000,SPY,2025-03-25,430.00,put,0.00,0.01,0.00,0,0.01,800,0,72,2025-03-25,1.76461,-0.00068,0.00004,-0.06286,0.00071,-0.00001
SPY250325C00435000,SPY,2025-03-25,435.00,call,0.00,140.57,139.96,65,141.18,60,0,0,2025-03-25,1.99326,0.99688,0.00016,-0.33555,0.00285,0.01187
SPY250325P00435000,SPY,2025-03-25,435.00,put,0.00,0.01,0.00,0,0.01,800,0,89,2025-03-25,1.69936,-0.00071,0.00005,-0.06261,0.00074,-0.00001
SPY250325C00440000,SPY,2025-03-25,440.00,call,0.00,135.57,134.96,67,136.18,60,0,0,2025-03-25,1.91704,0.99680,0.00017,-0.33224,0.00292,0.01200
SPY250325P00440000,SPY,2025-03-25,440.00,put,0.00,0.01,0.00,0,0.01,800,0,9,2025-03-25,1.63458,-0.00073,0.00005,-0.06227,0.00076,-0.00001
SPY250325C00445000,SPY,2025-03-25,445.00,call,0.00,130.57,129.96,68,131.18,60,0,0,2025-03-25,1.84143,0.99670,0.00018,-0.32870,0.00300,0.01214
SPY250325P00445000,SPY,2025-03-25,445.00,put,0.00,0.01,0.00,0,0.01,800,0,38,2025-03-25,1.57056,-0.00076,0.00006,-0.06200,0.00079,-0.00001
SPY250325C00450000,SPY,2025-03-25,450.00,call,0.00,125.57,124.96,61,126.18,60,0,0,2025-03-25,1.76659,0.99661,0.00019,-0.32515,0.00308,0.01227
SPY250325P00450000,SPY,2025-03-25,450.00,put,0.00,0.01,0.00,0,0.01,800,0,223,2025-03-25,1.50699,-0.00079,0.00006,-0.06166,0.00082,-0.00001
SPY250325C00455000,SPY,2025-03-25,455.00,call,0.00,120.57,119.96,61,121.18,60,0,0,2025-03-25,1.69250,0.99650,0.00021,-0.32161,0.00317,0.01241
SPY250325P00455000,SPY,2025-03-25,455.00,put,0.00,0.01,0.00,0,0.01,800,0,640,2025-03-25,1.44404,-0.00083,0.00006,-0.06133,0.00085,-0.00001
SPY250325C00460000,SPY,2025-03-25,460.00,call,0.00,115.57,114.96,65,116.19,65,0,0,2025-03-25,1.61918,0.99639,0.00022,-0.31811,0.00326,0.01254
SPY250325P00460000,SPY,2025-03-25,460.00,put,0.00,0.01,0.00,0,0.01,800,0,423,2025-03-25,1.38169,-0.00086,0.00007,-0.06102,0.00088,-0.00001
