contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY250228C00360000,SPY,2025-02-28,360.00,call,225.51,233.33,232.73,50,233.94,10,11,311,2025-02-28,3.16284,1.00000,0.00000,-0.04270,0.00000,0.00986
SPY250228P00360000,SPY,2025-02-28,360.00,put,0.01,0.01,0.00,0,0.01,3745,25,4313,2025-02-28,2.92647,-0.00041,0.00002,-0.06667,0.00046,-0.00001
SPY250228C00365000,SPY,2025-02-28,365.00,call,242.75,228.34,227.73,50,228.96,20,0,11,2025-02-28,3.09531,1.00000,0.00000,-0.04329,0.00000,0.01000
SPY250228P00365000,SPY,2025-02-28,365.00,put,0.00,0.01,0.00,0,0.01,100,0,7118,2025-02-28,2.85040,-0.00042,0.00002,-0.06650,0.00047,-0.00001
SPY250228C00370000,SPY,2025-02-28,370.00,call,0.00,223.34,222.73,20,223.96,10,0,1,2025-02-28,3.02778,1.00000,0.00000,-0.04389,0.00000,0.01014
SPY250228P00370000,SPY,2025-02-28,370.00,put,0.01,0.01,0.00,0,0.01,100,40,2279,2025-02-28,2.77525,-0.00043,0.00002,-0.06632,0.00048,-0.00001
SPY250228C00375000,SPY,2025-02-28,375.00,call,211.56,218.34,217.73,40,218.96,20,125,125,2025-02-28,2.96025,1.00000,0.00000,-0.04448,0.00000,0.01027
SPY250228P00375000,SPY,2025-02-28,375.00,put,0.00,0.01,0.00,0,0.01,100,0,2571,2025-02-28,2.70117,-0.00044,0.00002,-0.06616,0.00049,-0.00001
SPY250228C00380000,SPY,2025-02-28,380.00,call,205.46,213.34,212.73,50,213.96,10,10,9,2025-02-28,2.89272,1.00000,0.00000,-0.04507,0.00000,0.01041
SPY250228P00380000,SPY,2025-02-28,380.00,put,0.06,0.01,0.00,0,0.01,100,4,977,2025-02-28,2.62785,-0.00045,0.00002,-0.06596,0.00050,-0.00001
SPY250228C00385000,SPY,2025-02-28,385.00,call,214.96,208.34,207.73,60,208.96,20,0,230,2025-02-28,2.82519,1.00000,0.00000,-0.04567,0.00000,0.01055
SPY250228P00385000,SPY,2025-02-28,385.00,put,0.01,0.01,0.00,0,0.01,100,1,1985,2025-02-28,2.55544,-0.00046,0.00002,-0.06576,0.00051,-0.00001
SPY250228C00390000,SPY,2025-02-28,390.00,call,0.00,203.34,202.73,50,203.96,30,0,1,2025-02-28,2.75766,1.00000,0.00000,-0.04626,0.00000,0.01068
SPY250228P00390000,SPY,2025-02-28,390.00,put,0.00,0.01,0.00,0,0.01,100,0,1430,2025-02-28,2.48395,-0.00048,0.00002,-0.06557,0.00053,-0.00001
SPY250228C00395000,SPY,2025-02-28,395.00,call,215.73,198.31,197.73,40,198.89,35,0,2,2025-02-28,2.69013,1.00000,0.00000,-0.04685,0.00000,0.01082
SPY250228P00395000,SPY,2025-02-28,395.00,put,0.01,0.01,0.00,0,0.01,100,2,9688,2025-02-28,2.41337,-0.00049,0.00002,-0.06540,0.00054,-0.00001
SPY250228C00400000,SPY,2025-02-28,400.00,call,184.76,193.31,192.73,40,193.89,35,23,47,2025-02-28,2.62260,1.00000,0.00000,-0.04745,0.00000,0.01096
SPY250228P00400000,SPY,2025-02-28,400.00,put,0.01,0.01,0.00,0,0.01,3765,902,5256,2025-02-28,2.34340,-0.00050,0.00002,-0.06517,0.00056,-0.00001
SPY250228C00405000,SPY,2025-02-28,405.00,call,185.65,188.31,187.73,40,188.90,35,0,2,2025-02-28,2.55507,1.00000,0.00000,-0.04804,0.00000,0.01109
SPY250228P00405000,SPY,2025-02-28,405.00,put,0.00,0.01,0.00,0,0.01,101,0,2075,2025-02-28,2.27435,-0.00052,0.00003,-0.06497,0.00057,-0.00001
SPY250228C00410000,SPY,2025-02-28,410.00,call,180.46,183.31,182.73,60,183.89,35,0,49,2025-02-28,2.48754,1.00000,0.00000,-0.04863,0.00000,0.01123
SPY250228P00410000,SPY,2025-02-28,410.00,put,0.01,0.01,0.00,0,0.01,100,80,2037,2025-02-28,2.20606,-0.00053,0.00003,-0.06477,0.00059,-0.00001
SPY250228C00415000,SPY,2025-02-28,415.00,call,169.73,178.31,177.73,40,178.90,35,20,40,2025-02-28,2.42001,1.00000,0.00000,-0.04923,0.00000,0.01137
SPY250228P00415000,SPY,2025-02-28,415.00,put,0.00,0.01,0.00,0,0.01,3765,0,82255,2025-02-28,2.13853,-0.00055,0.00003,-0.06456,0.00060,-0.00001
SPY250228C00420000,SPY,2025-02-28,420.00,call,191.23,173.31,172.73,50,173.89,35,0,2,2025-02-28,2.35248,1.00000,0.00000,-0.04982,0.00000,0.01151
SPY250228P00420000,SPY,2025-02-28,420.00,put,0.01,0.01,0.00,0,0.01,3765,1,82926,2025-02-28,2.07161,-0.00057,0.00003,-0.06432,0.00062,-0.00001
SPY250228C00425000,SPY,2025-02-28,425.00,call,160.37,168.31,167.73,60,168.89,35,2,10,2025-02-28,2.28495,1.00000,0.00000,-0.05041,0.00000,0.01164
